t_abs_s,force_N,state,block,trial_idx
216.759636,2.0167,idle,,0
216.763358,2.0167,idle,,0
216.765476,2.0167,idle,,0
216.768472,2.0167,idle,,0
216.776481,2.0167,idle,,0
216.785001,1.9513,idle,,0
216.793611,1.9513,idle,,0
216.80193,1.9513,idle,,0
216.810271,1.9513,idle,,0
216.818721,1.9513,idle,,0
216.826969,1.9513,idle,,0
216.835442,1.9513,idle,,0
216.843805,1.9513,idle,,0
216.851955,1.9513,idle,,0
216.860676,1.9513,idle,,0
216.868755,1.9513,idle,,0
216.876928,1.9513,idle,,0
216.88542,1.9349,idle,,0
216.8937,1.9349,idle,,0
216.902176,1.9349,idle,,0
216.910056,1.9349,idle,,0
216.918512,1.9349,idle,,0
216.92666,1.9349,idle,,0
216.935305,1.9349,idle,,0
216.943721,1.9349,idle,,0
216.951956,1.9349,idle,,0
216.960301,1.9349,idle,,0
216.968671,1.9349,idle,,0
216.97688,1.9349,idle,,0
216.985422,1.9022,idle,,0
216.99369,1.9022,idle,,0
217.001674,1.9022,idle,,0
217.010375,1.9022,idle,,0
217.018579,1.9022,idle,,0
217.026719,1.9022,idle,,0
217.035118,1.9022,idle,,0
217.043589,1.9022,idle,,0
217.051752,1.9022,idle,,0
217.060114,1.9022,idle,,0
217.068615,1.9022,idle,,0
217.076798,1.9022,idle,,0
217.08559,1.8204,idle,,0
217.0936,1.8204,idle,,0
217.10188,1.8204,idle,,0
217.110242,1.8204,idle,,0
217.118824,1.8204,idle,,0
217.126766,1.8204,idle,,0
217.135489,1.8204,idle,,0
217.143541,1.8204,idle,,0
217.152076,1.8204,idle,,0
217.160309,1.8204,idle,,0
217.168714,1.8204,idle,,0
217.176764,1.8204,idle,,0
217.185239,1.9513,idle,,0
217.193434,1.9513,idle,,0
217.201592,1.9513,idle,,0
217.210013,1.9513,idle,,0
217.218668,1.9513,idle,,0
217.226861,1.9513,idle,,0
217.235198,1.9513,idle,,0
217.243667,1.9513,idle,,0
217.251709,1.9513,idle,,0
217.260035,1.9513,idle,,0
217.268778,1.9513,idle,,0
217.277053,1.9513,idle,,0
217.285158,1.7222,idle,,0
217.293398,1.7222,idle,,0
217.301795,1.7222,idle,,0
217.310325,1.7222,idle,,0
217.318625,1.7222,idle,,0
217.326781,1.7222,idle,,0
217.335565,1.7222,idle,,0
217.34347,1.7222,idle,,0
217.351675,1.7222,idle,,0
217.360224,1.7222,idle,,0
217.368754,1.7222,idle,,0
217.376802,1.7222,idle,,0
217.385497,1.6403,idle,,0
217.393697,1.6403,idle,,0
217.401802,1.6403,idle,,0
217.410306,1.6403,idle,,0
217.41868,1.6403,idle,,0
217.426788,1.6403,idle,,0
217.435317,1.6403,idle,,0
217.44346,1.6403,idle,,0
217.451732,1.6403,idle,,0
217.460377,1.6403,idle,,0
217.468606,1.6403,idle,,0
217.476519,1.6403,idle,,0
217.485026,1.624,idle,,0
217.493805,1.624,idle,,0
217.501605,1.624,idle,,0
217.510029,1.624,idle,,0
217.518662,1.624,idle,,0
217.52655,1.624,idle,,0
217.535072,1.624,idle,,0
217.543624,1.624,idle,,0
217.551457,1.624,idle,,0
217.559905,1.624,idle,,0
217.568464,1.624,idle,,0
217.576683,1.624,idle,,0
217.585072,1.5585,idle,,0
217.593473,1.5585,idle,,0
217.601708,1.5585,idle,,0
217.609961,1.5585,idle,,0
217.61859,1.5585,idle,,0
217.626811,1.5585,idle,,0
217.635078,1.5585,idle,,0
217.643302,1.5585,idle,,0
217.651471,1.5585,idle,,0
217.659933,1.5585,idle,,0
217.668514,1.5585,idle,,0
217.676609,1.5585,idle,,0
217.685304,1.8204,idle,,0
217.693335,1.8204,idle,,0
217.701518,1.8204,idle,,0
217.709973,1.8204,idle,,0
217.718962,1.8204,idle,,0
217.726745,1.8204,idle,,0
217.735108,1.8204,idle,,0
217.743348,1.8204,idle,,0
217.751496,1.8204,idle,,0
217.760026,1.8204,idle,,0
217.768309,1.8204,idle,,0
217.776349,1.8204,idle,,0
217.785033,1.8367,idle,,0
217.793461,1.8367,idle,,0
217.801791,1.8367,idle,,0
217.810207,1.8367,idle,,0
217.818416,1.8367,idle,,0
217.826981,1.8367,idle,,0
217.835146,1.8367,idle,,0
217.843427,1.8367,idle,,0
217.851933,1.8367,idle,,0
217.860077,1.8367,idle,,0
217.868528,1.8367,idle,,0
217.876896,1.8367,idle,,0
217.885102,1.804,idle,,0
217.893305,1.804,idle,,0
217.901863,1.804,idle,,0
