t_abs_s,force_N,state,block,trial_idx
226.236575,1.6567,idle,,0
226.240416,1.6567,idle,,0
226.243135,1.6567,idle,,0
226.249659,1.6567,idle,,0
226.257918,1.6567,idle,,0
226.266372,1.6567,idle,,0
226.274569,1.6403,idle,,0
226.282917,1.6403,idle,,0
226.291705,1.6403,idle,,0
226.29963,1.6403,idle,,0
226.307906,1.6403,idle,,0
226.316766,1.6403,idle,,0
226.32461,1.6403,idle,,0
226.332988,1.6403,idle,,0
226.341386,1.6403,idle,,0
226.350127,1.6403,idle,,0
226.357932,1.6403,idle,,0
226.366446,1.6403,idle,,0
226.374404,1.5912,idle,,0
226.382882,1.5912,idle,,0
226.391452,1.5912,idle,,0
226.399745,1.5912,idle,,0
226.408466,1.5912,idle,,0
226.416297,1.5912,idle,,0
226.425059,1.5912,idle,,0
226.43298,1.5912,idle,,0
226.441416,1.5912,idle,,0
226.450362,1.5912,idle,,0
226.457764,1.5912,idle,,0
226.466124,1.5912,idle,,0
226.474683,1.6403,idle,,0
226.482765,1.6403,idle,,0
226.49108,1.6403,idle,,0
226.499648,1.6403,idle,,0
226.507914,1.6403,idle,,0
226.516115,1.6403,idle,,0
226.524365,1.6403,idle,,0
226.532712,1.6403,idle,,0
226.541287,1.6403,idle,,0
226.549791,1.6403,idle,,0
226.557859,1.6403,idle,,0
226.566249,1.6403,idle,,0
226.574499,1.6076,idle,,0
226.582793,1.6076,idle,,0
226.591025,1.6076,idle,,0
226.599346,1.6076,idle,,0
226.607574,1.6076,idle,,0
226.616134,1.6076,idle,,0
226.62439,1.6076,idle,,0
226.63264,1.6076,idle,,0
226.641553,1.6076,idle,,0
226.649593,1.6076,idle,,0
226.657554,1.6076,idle,,0
226.666076,1.6076,idle,,0
226.67446,1.6403,idle,,0
226.682609,1.6403,idle,,0
226.69152,1.6403,idle,,0
226.69949,1.6403,idle,,0
226.707633,1.6403,idle,,0
226.716092,1.6403,idle,,0
226.72432,1.6403,idle,,0
226.732898,1.6403,idle,,0
226.74139,1.6403,idle,,0
226.749582,1.6403,idle,,0
226.757656,1.6403,idle,,0
226.766231,1.6403,idle,,0
226.774439,1.5912,idle,,0
226.784081,1.5912,idle,,0
226.791295,1.5912,idle,,0
226.799357,1.5912,idle,,0
226.807819,1.5912,idle,,0
226.816112,1.5912,idle,,0
226.824345,1.5912,idle,,0
226.832867,1.5912,idle,,0
226.84089,1.5912,idle,,0
226.849624,1.5912,idle,,0
226.857727,1.5912,idle,,0
226.866106,1.5912,idle,,0
226.874505,1.624,idle,,0
226.882893,1.624,idle,,0
226.891048,1.624,idle,,0
226.899911,1.624,idle,,0
226.907822,1.624,idle,,0
226.916043,1.624,idle,,0
226.924293,1.624,idle,,0
226.932609,1.624,idle,,0
226.940937,1.624,idle,,0
226.949424,1.624,idle,,0
226.957616,1.624,idle,,0
226.966253,1.624,idle,,0
226.974455,1.5585,idle,,0
226.982576,1.5585,idle,,0
226.991192,1.5585,idle,,0
226.999409,1.5585,idle,,0
227.007525,1.5585,idle,,0
227.016208,1.5585,idle,,0
227.024307,1.5585,idle,,0
227.032567,1.5585,idle,,0
227.041222,1.5585,idle,,0
227.049446,1.5585,idle,,0
227.05762,1.5585,idle,,0
227.066355,1.5585,idle,,0
227.074385,1.6076,idle,,0
227.08259,1.6076,idle,,0
227.091167,1.6076,idle,,0
227.10015,1.6076,idle,,0
227.107634,1.6076,idle,,0
227.115933,1.6076,idle,,0
227.124384,1.6076,idle,,0
227.132636,1.6076,idle,,0
227.141172,1.6076,idle,,0
227.149585,1.6076,idle,,0
227.157477,1.6076,idle,,0
227.166054,1.6076,idle,,0
227.174282,1.624,idle,,0
227.182646,1.624,idle,,0
227.19076,1.624,idle,,0
227.199468,1.624,idle,,0
227.207526,1.624,idle,,0
227.216132,1.624,idle,,0
227.224394,1.624,idle,,0
227.232686,1.624,idle,,0
227.240832,1.624,idle,,0
227.24938,1.624,idle,,0
227.2575,1.624,idle,,0
227.266105,1.624,idle,,0
227.274435,1.5912,idle,,0
227.282551,1.5912,idle,,0
227.290972,1.5912,idle,,0
227.299283,1.5912,idle,,0
227.30784,1.5912,idle,,0
227.315866,1.5912,idle,,0
227.324562,1.5912,idle,,0
227.332562,1.5912,idle,,0
227.341033,1.5912,idle,,0
227.349187,1.5912,idle,,0
227.357593,1.5912,idle,,0
227.366351,1.5912,idle,,0
227.374246,1.6731,idle,,0
227.382552,1.6731,idle,,0
227.391116,1.6731,idle,,0
227.399419,1.6731,idle,,0
227.407442,1.6731,idle,,0
227.416017,1.6731,idle,,0
227.424377,1.6731,idle,,0
227.432365,1.6731,idle,,0
227.440734,1.6731,idle,,0
227.449193,1.6731,idle,,0
227.457575,1.6731,idle,,0
227.465896,1.6731,idle,,0
227.474089,1.5585,idle,,0
227.482431,1.5585,idle,,0
227.490818,1.5585,idle,,0
227.499366,1.5585,idle,,0
227.507337,1.5585,idle,,0
227.516089,1.5585,idle,,0
227.524366,1.5585,idle,,0
227.532629,1.5585,idle,,0
227.541437,1.5585,idle,,0
227.549053,1.5585,idle,,0
227.557701,1.5585,idle,,0
227.566019,1.5585,idle,,0
227.574306,1.624,idle,,0
227.582544,1.624,idle,,0
227.590975,1.624,idle,,0
227.599029,1.624,idle,,0
227.607314,1.624,idle,,0
227.616068,1.624,idle,,0
227.624169,1.624,idle,,0
227.632283,1.624,idle,,0
227.640872,1.624,idle,,0
227.649536,1.624,idle,,0
227.657579,1.624,idle,,0
227.665867,1.624,idle,,0
227.674028,1.5749,idle,,0
227.682396,1.5749,idle,,0
227.690897,1.5749,idle,,0
227.699248,1.5749,idle,,0
227.70736,1.5749,idle,,0
227.71573,1.5749,idle,,0
227.724043,1.5749,idle,,0
227.732305,1.5749,idle,,0
227.740812,1.5749,idle,,0
227.749073,1.5749,idle,,0
227.757339,1.5749,idle,,0
227.765803,1.5749,idle,,0
227.77417,1.5585,idle,,0
227.782587,1.5585,idle,,0
227.79075,1.5585,idle,,0
227.799213,1.5585,idle,,0
227.807446,1.5585,idle,,0
227.815887,1.5585,idle,,0
227.824082,1.5585,idle,,0
227.832428,1.5585,idle,,0
227.840775,1.5585,idle,,0
227.849265,1.5585,idle,,0
227.857644,1.5585,idle,,0
227.866062,1.5585,idle,,0
227.874699,1.5258,idle,,0
227.882481,1.5258,idle,,0
227.891458,1.5258,idle,,0
227.899619,1.5258,idle,,0
227.907598,1.5258,idle,,0
227.915759,1.5258,idle,,0
227.924146,1.5258,idle,,0
227.932373,1.5258,idle,,0
227.940919,1.5258,idle,,0
227.949258,1.5258,idle,,0
227.957385,1.5258,idle,,0
227.966022,1.5258,idle,,0
227.974093,1.3949,idle,,0
227.982751,1.3949,idle,,0
227.990736,1.3949,idle,,0
227.99914,1.3949,idle,,0
228.007282,1.3949,idle,,0
228.015713,1.3949,idle,,0
228.024111,1.3949,idle,,0
228.03254,1.3949,idle,,0
228.040794,1.3949,idle,,0
228.04924,1.3949,idle,,0
228.057192,1.3949,idle,,0
228.06584,1.3949,idle,,0
228.074045,1.2967,idle,,0
228.082332,1.2967,idle,,0
228.09079,1.2967,idle,,0
228.099159,1.2967,idle,,0
228.107563,1.2967,idle,,0
228.116677,1.2967,idle,,0
228.124005,1.2967,idle,,0
228.132384,1.2967,idle,,0
228.140508,1.2967,idle,,0
228.148836,1.2967,idle,,0
228.157166,1.2967,idle,,0
228.165583,1.2967,idle,,0
228.174112,1.5094,idle,,0
228.182403,1.5094,idle,,0
228.191343,1.5094,idle,,0
228.199263,1.5094,idle,,0
228.207125,1.5094,idle,,0
228.215982,1.5094,idle,,0
228.223953,1.5094,idle,,0
228.232586,1.5094,idle,,0
228.240717,1.5094,idle,,0
228.249162,1.5094,idle,,0
228.25723,1.5094,idle,,0
228.265629,1.5094,idle,,0
228.273872,1.624,idle,,0
228.282221,1.624,idle,,0
228.290869,1.624,idle,,0
228.299163,1.624,idle,,0
228.307487,1.624,idle,,0
228.31573,1.624,idle,,0
228.324095,1.624,idle,,0
228.332601,1.624,idle,,0
228.340515,1.624,idle,,0
228.348865,1.624,idle,,0
228.357671,1.624,idle,,0
228.365692,1.624,idle,,0
228.374152,1.5912,idle,,0
228.382324,1.5912,idle,,0
228.390455,1.5912,idle,,0
228.39907,1.5912,idle,,0
228.407454,1.5912,idle,,0
228.415811,1.5912,idle,,0
228.42411,1.5912,idle,,0
228.432849,1.5912,idle,,0
228.440687,1.5912,idle,,0
228.448967,1.5912,idle,,0
228.457309,1.5912,idle,,0
228.465594,1.5912,idle,,0
228.473951,1.6403,idle,,0
228.482139,1.6403,idle,,0
228.490412,1.6403,idle,,0
228.4989,1.6403,idle,,0
228.50728,1.6403,idle,,0
228.515582,1.6403,idle,,0
228.524034,1.6403,idle,,0
228.532416,1.6403,idle,,0
228.541038,1.6403,idle,,0
228.549293,1.6403,idle,,0
228.557159,1.6403,idle,,0
228.565732,1.6403,idle,,0
228.574096,1.6567,idle,,0
228.582461,1.6567,idle,,0
228.590722,1.6567,idle,,0
228.599142,1.6567,idle,,0
228.607175,1.6567,idle,,0
228.615627,1.6567,idle,,0
228.624159,1.6567,idle,,0
228.632144,1.6567,idle,,0
228.64045,1.6567,idle,,0
228.648971,1.6567,idle,,0
228.657202,1.6567,idle,,0
228.665324,1.6567,idle,,0
228.674071,1.6076,idle,,0
228.682149,1.6076,idle,,0
228.690403,1.6076,idle,,0
228.698814,1.6076,idle,,0
228.707177,1.6076,idle,,0
228.715944,1.6076,idle,,0
228.723715,1.6076,idle,,0
228.732682,1.6076,idle,,0
228.741102,1.6076,idle,,0
228.748953,1.6076,idle,,0
228.757655,1.6076,idle,,0
228.765664,1.6076,idle,,0
228.774012,1.6076,idle,,0
228.782388,1.6076,idle,,0
228.7907,1.6076,idle,,0
228.799159,1.6076,idle,,0
228.807494,1.6076,idle,,0
228.815736,1.6076,idle,,0
228.824087,1.6076,idle,,0
228.832822,1.6076,idle,,0
228.840512,1.6076,idle,,0
228.84906,1.6076,idle,,0
228.857369,1.6076,idle,,0
228.865799,1.6076,idle,,0
228.874073,1.5749,idle,,0
228.882056,1.5749,idle,,0
228.890654,1.5749,idle,,0
228.898787,1.5749,idle,,0
228.90715,1.5749,idle,,0
228.915461,1.5749,idle,,0
228.923852,1.5749,idle,,0
228.931947,1.5749,idle,,0
228.940741,1.5749,idle,,0
228.948919,1.5749,idle,,0
228.957048,1.5749,idle,,0
228.965448,1.5749,idle,,0
228.973976,1.7222,idle,,0
228.982048,1.7222,idle,,0
228.990741,1.7222,idle,,0
228.999096,1.7222,idle,,0
229.00698,1.7222,idle,,0
229.015678,1.7222,idle,,0
229.023922,1.7222,idle,,0
229.03208,1.7222,idle,,0
229.040653,1.7222,idle,,0
229.048731,1.7222,idle,,0
229.057196,1.7222,idle,,0
229.06538,1.7222,idle,,0
229.074165,1.6403,idle,,0
229.082069,1.6403,idle,,0
229.090862,1.6403,idle,,0
229.098793,1.6403,idle,,0
229.107043,1.6403,idle,,0
229.115526,1.6403,idle,,0
229.12377,1.6403,idle,,0
229.132467,1.6403,idle,,0
229.140637,1.6403,idle,,0
229.148706,1.6403,idle,,0
229.156824,1.6403,idle,,0
229.165368,1.6403,idle,,0
229.173814,1.6894,idle,,0
229.182383,1.6894,idle,,0
229.190872,1.6894,idle,,0
229.198939,1.6894,idle,,0
229.207156,1.6894,idle,,0
229.21549,1.6894,idle,,0
229.223894,1.6894,idle,,0
229.232472,1.6894,idle,,0
229.240806,1.6894,idle,,0
229.249122,1.6894,idle,,0
229.257084,1.6894,idle,,0
229.26547,1.6894,idle,,0
229.273873,1.6567,idle,,0
229.2821,1.6567,idle,,0
229.290445,1.6567,idle,,0
229.298746,1.6567,idle,,0
229.306832,1.6567,idle,,0
229.315364,1.6567,idle,,0
229.323596,1.6567,idle,,0
229.332115,1.6567,idle,,0
229.340469,1.6567,idle,,0
229.348728,1.6567,idle,,0
229.357305,1.6567,idle,,0
229.365507,1.6567,idle,,0
229.374084,1.624,idle,,0
229.382166,1.624,idle,,0
229.390503,1.624,idle,,0
229.399063,1.624,idle,,0
229.407264,1.624,idle,,0
229.415739,1.624,idle,,0
229.424163,1.624,idle,,0
229.43218,1.624,idle,,0
229.440506,1.624,idle,,0
229.448823,1.624,idle,,0
229.457399,1.624,idle,,0
229.465316,1.624,idle,,0
229.473824,1.6076,idle,,0
229.482495,1.6076,idle,,0
229.490631,1.6076,idle,,0
229.498818,1.6076,idle,,0
229.506823,1.6076,idle,,0
229.515194,1.6076,idle,,0
229.523563,1.6076,idle,,0
229.532088,1.6076,idle,,0
229.540441,1.6076,idle,,0
229.548575,1.6076,idle,,0
229.556772,1.6076,idle,,0
229.56562,1.6076,idle,,0
229.573899,1.6403,idle,,0
229.581804,1.6403,idle,,0
229.590392,1.6403,idle,,0
229.598581,1.6403,idle,,0
229.607012,1.6403,idle,,0
229.61527,1.6403,idle,,0
229.623642,1.6403,idle,,0
229.631809,1.6403,idle,,0
229.640216,1.6403,idle,,0
229.648796,1.6403,idle,,0
229.656862,1.6403,idle,,0
229.665538,1.6403,idle,,0
229.673807,1.6403,idle,,0
229.682254,1.6403,idle,,0
229.690526,1.6403,idle,,0
229.69892,1.6403,idle,,0
229.707066,1.6403,idle,,0
229.715353,1.6403,idle,,0
229.723627,1.6403,idle,,0
229.73177,1.6403,idle,,0
229.740759,1.6403,idle,,0
229.748582,1.6403,idle,,0
229.756959,1.6403,idle,,0
229.765306,1.6403,idle,,0
229.774041,1.5585,idle,,0
229.782083,1.5585,idle,,0
229.79058,1.5585,idle,,0
229.799089,1.5585,idle,,0
229.807341,1.5585,idle,,0
229.815372,1.5585,idle,,0
229.823664,1.5585,idle,,0
229.832197,1.5585,idle,,0
229.840643,1.5585,idle,,0
229.848818,1.5585,idle,,0
229.856786,1.5585,idle,,0
229.865345,1.5585,idle,,0
229.874081,1.6076,idle,,0
229.881707,1.6076,idle,,0
229.89034,1.6076,idle,,0
229.898767,1.6076,idle,,0
229.906742,1.6076,idle,,0
229.915104,1.6076,idle,,0
229.923593,1.6076,idle,,0
229.931765,1.6076,idle,,0
229.940402,1.6076,idle,,0
229.948593,1.6076,idle,,0
229.956779,1.6076,idle,,0
229.965165,1.6076,idle,,0
229.973506,1.6076,idle,,0
229.981896,1.5912,idle,,0
229.990295,1.5912,idle,,0
229.998515,1.5912,idle,,0
230.006872,1.5912,idle,,0
230.015394,1.5912,idle,,0
230.023753,1.5912,idle,,0
230.031706,1.5912,idle,,0
230.040282,1.5912,idle,,0
230.048428,1.5912,idle,,0
230.056641,1.5912,idle,,0
230.06504,1.5912,idle,,0
230.073519,1.5912,idle,,0
230.081685,1.4767,idle,,0
230.09057,1.4767,idle,,0
230.098497,1.4767,idle,,0
230.106718,1.4767,idle,,0
230.115304,1.4767,idle,,0
230.123503,1.4767,idle,,0
230.131632,1.4767,idle,,0
230.140891,1.4767,idle,,0
230.148775,1.4767,idle,,0
230.156449,1.4767,idle,,0
230.164922,1.4767,idle,,0
230.173461,1.4767,idle,,0
230.181659,1.3785,idle,,0
230.190179,1.3785,idle,,0
230.198482,1.3785,idle,,0
230.206765,1.3785,idle,,0
230.215109,1.3785,idle,,0
230.223325,1.3785,idle,,0
230.231713,1.3785,idle,,0
230.240262,1.3785,idle,,0
230.248758,1.3785,idle,,0
230.256722,1.3785,idle,,0
230.265143,1.3785,idle,,0
230.273861,1.313,idle,,0
230.281509,1.313,idle,,0
230.290441,1.313,idle,,0
230.298492,1.313,idle,,0
230.306755,1.313,idle,,0
230.315073,1.313,idle,,0
230.323555,1.313,idle,,0
230.331598,1.313,idle,,0
230.340614,1.313,idle,,0
230.34867,1.313,idle,,0
230.35663,1.313,idle,,0
230.365066,1.313,idle,,0
230.373741,1.6731,idle,,0
230.38155,1.6731,idle,,0
230.390005,1.6731,idle,,0
230.398338,1.6731,idle,,0
230.406521,1.6731,idle,,0
230.415049,1.6731,idle,,0
230.423319,1.6731,idle,,0
230.43154,1.6731,idle,,0
230.439907,1.6731,idle,,0
230.448272,1.6731,idle,,0
230.456599,1.6731,idle,,0
230.465031,1.6731,idle,,0
230.473159,1.6731,idle,,0
230.481325,1.6731,idle,,0
230.489847,1.6731,idle,,0
230.498124,1.6731,idle,,0
230.506625,1.6731,idle,,0
230.514871,1.6731,idle,,0
230.523134,1.6731,idle,,0
230.531503,1.6731,idle,,0
230.53996,1.6731,idle,,0
230.548333,1.6731,idle,,0
230.556545,1.6731,idle,,0
230.565518,1.6731,idle,,0
230.573287,1.6731,idle,,0
230.581871,1.6731,idle,,0
230.590109,1.6731,idle,,0
230.598492,1.6731,idle,,0
230.606551,1.6731,idle,,0
230.614877,1.6731,idle,,0
230.623275,1.6731,idle,,0
230.631385,1.6731,idle,,0
230.639923,1.6731,idle,,0
230.648325,1.6731,idle,,0
230.656435,1.6731,idle,,0
230.665011,1.6731,idle,,0
230.673331,1.6731,idle,,0
230.681425,1.624,idle,,0
230.689827,1.624,idle,,0
230.6982,1.624,idle,,0
230.706645,1.624,idle,,0
230.714778,1.624,idle,,0
230.723262,1.624,idle,,0
230.73153,1.624,idle,,0
230.739926,1.624,idle,,0
230.748451,1.624,idle,,0
230.756688,1.624,idle,,0
230.765077,1.624,idle,,0
230.773259,1.624,idle,,0
230.78146,1.6076,idle,,0
230.789869,1.6076,idle,,0
230.798087,1.6076,idle,,0
230.806337,1.6076,idle,,0
230.814824,1.6076,idle,,0
230.823438,1.6076,idle,,0
230.831577,1.6076,idle,,0
230.840055,1.6076,idle,,0
230.848456,1.6076,idle,,0
230.856646,1.6076,idle,,0
230.865134,1.6076,idle,,0
230.873471,1.6076,idle,,0
230.881751,1.6894,idle,,0
230.889819,1.6894,idle,,0
230.898668,1.6894,idle,,0
230.906607,1.6894,idle,,0
230.914846,1.6894,idle,,0
230.923274,1.6894,idle,,0
230.931491,1.6894,idle,,0
230.94013,1.6894,idle,,0
230.948454,1.6894,idle,,0
230.956411,1.6894,idle,,0
230.965468,1.6894,idle,,0
230.973197,1.6894,idle,,0
230.982031,1.7385,idle,,0
230.989812,1.7385,idle,,0
230.99813,1.7385,idle,,0
231.006483,1.7385,idle,,0
231.014848,1.7385,idle,,0
231.02325,1.7385,idle,,0
231.031548,1.7385,idle,,0
231.040122,1.7385,idle,,0
231.048527,1.7385,idle,,0
231.05644,1.7385,idle,,0
231.064823,1.7385,idle,,0
231.073317,1.7385,idle,,0
231.081447,1.7549,idle,,0
231.089751,1.7549,idle,,0
231.098202,1.7549,idle,,0
231.106316,1.7549,idle,,0
231.114816,1.7549,idle,,0
231.123481,1.7549,idle,,0
231.131374,1.7549,idle,,0
231.140209,1.7549,idle,,0
231.148174,1.7549,idle,,0
231.158111,1.7549,idle,,0
231.164667,1.7549,idle,,0
231.172945,1.7549,idle,,0
231.18123,1.7222,idle,,0
231.189936,1.7222,idle,,0
231.197936,1.7222,idle,,0
231.206348,1.7222,idle,,0
231.214999,1.7222,idle,,0
231.223231,1.7222,idle,,0
231.231566,1.7222,idle,,0
231.240143,1.7222,idle,,0
231.248448,1.7222,idle,,0
231.256562,1.7222,idle,,0
231.265183,1.7222,idle,,0
231.273471,1.7222,idle,,0
231.281669,1.7876,idle,,0
231.290097,1.7876,idle,,0
231.298025,1.7876,idle,,0
231.30638,1.7876,idle,,0
231.315008,1.7876,idle,,0
231.323176,1.7876,idle,,0
231.331322,1.7876,idle,,0
231.339848,1.7876,idle,,0
231.347965,1.7876,idle,,0
231.356356,1.7876,idle,,0
231.364852,1.7876,idle,,0
231.373061,1.7876,idle,,0
231.381245,1.7058,idle,,0
231.389908,1.7058,idle,,0
231.39839,1.7058,idle,,0
231.4065,1.7058,idle,,0
231.415024,1.7058,idle,,0
231.423179,1.7058,idle,,0
231.431965,1.7058,idle,,0
231.439845,1.7058,idle,,0
231.448204,1.7058,idle,,0
231.456421,1.7058,idle,,0
231.464721,1.7058,idle,,0
231.473035,1.7058,idle,,0
231.481361,1.7222,idle,,0
231.489792,1.7222,idle,,0
231.498087,1.7222,idle,,0
231.506489,1.7222,idle,,0
231.514743,1.7222,idle,,0
231.523063,1.7222,idle,,0
231.531161,1.7222,idle,,0
231.539884,1.7222,idle,,0
231.548045,1.7222,idle,,0
231.556296,1.7222,idle,,0
231.564845,1.7222,idle,,0
231.573148,1.7222,idle,,0
231.581467,1.8204,idle,,0
231.589751,1.8204,idle,,0
231.59799,1.8204,idle,,0
231.606417,1.8204,idle,,0
231.615103,1.8204,idle,,0
231.623004,1.8204,idle,,0
231.631166,1.8204,idle,,0
231.639681,1.8204,idle,,0
231.648251,1.8204,idle,,0
231.656241,1.8204,idle,,0
231.665038,1.8204,idle,,0
231.673073,1.8204,idle,,0
231.681467,1.7222,idle,,0
231.689853,1.7222,idle,,0
231.698027,1.7222,idle,,0
231.706341,1.7222,idle,,0
231.714751,1.7222,idle,,0
231.722953,1.7222,idle,,0
231.731293,1.7222,idle,,0
231.739945,1.7222,idle,,0
231.748367,1.7222,idle,,0
231.756561,1.7222,idle,,0
231.764614,1.7222,idle,,0
231.772914,1.7222,idle,,0
231.781078,1.7222,idle,,0
231.789876,1.7222,idle,,0
231.797992,1.7222,idle,,0
231.806163,1.7222,idle,,0
231.814641,1.7222,idle,,0
231.823016,1.7222,idle,,0
231.831187,1.7222,idle,,0
231.840032,1.7222,idle,,0
231.84813,1.7222,idle,,0
231.856208,1.7222,idle,,0
231.865092,1.7222,idle,,0
231.873138,1.7222,idle,,0
231.881539,1.624,idle,,0
231.889728,1.624,idle,,0
231.898095,1.624,idle,,0
231.906358,1.624,idle,,0
231.91482,1.624,idle,,0
231.923014,1.624,idle,,0
231.931411,1.624,idle,,0
231.939764,1.624,idle,,0
231.948012,1.624,idle,,0
231.956153,1.624,idle,,0
231.964768,1.624,idle,,0
231.972937,1.624,idle,,0
231.98137,1.5912,idle,,0
231.989947,1.5912,idle,,0
231.997995,1.5912,idle,,0
232.006059,1.5912,idle,,0
232.014493,1.5912,idle,,0
232.023219,1.5912,idle,,0
232.03122,1.5912,idle,,0
232.039785,1.5912,idle,,0
232.047888,1.5912,idle,,0
232.056179,1.5912,idle,,0
232.064558,1.5912,idle,,0
232.073012,1.5912,idle,,0
232.081128,1.5585,idle,,0
232.089575,1.5585,idle,,0
232.098257,1.5585,idle,,0
232.106043,1.5585,idle,,0
232.114374,1.5585,idle,,0
232.122833,1.5585,idle,,0
232.131057,1.5585,idle,,0
232.139534,1.5585,idle,,0
232.147754,1.5585,idle,,0
232.156036,1.5585,idle,,0
232.164525,1.5585,idle,,0
232.172866,1.5585,idle,,0
232.181067,1.4767,idle,,0
232.18933,1.4767,idle,,0
232.197806,1.4767,idle,,0
232.206233,1.4767,idle,,0
232.214485,1.4767,idle,,0
232.222887,1.4767,idle,,0
232.231326,1.4767,idle,,0
232.23984,1.4767,idle,,0
232.248038,1.4767,idle,,0
232.256279,1.4767,idle,,0
232.2648,1.4767,idle,,0
232.273291,1.4767,idle,,0
232.281108,1.444,idle,,0
232.289683,1.444,idle,,0
232.29856,1.444,idle,,0
232.306049,1.444,idle,,0
232.314336,1.444,idle,,0
232.322816,1.444,idle,,0
232.331303,1.444,idle,,0
232.339452,1.444,idle,,0
232.347656,1.444,idle,,0
232.356012,1.444,idle,,0
232.36457,1.444,idle,,0
232.372991,1.444,idle,,0
232.381074,1.7058,idle,,0
232.389507,1.7058,idle,,0
232.397772,1.7058,idle,,0
232.405854,1.7058,idle,,0
232.415183,1.7058,idle,,0
232.422979,1.7058,idle,,0
232.431163,1.7058,idle,,0
232.43945,1.7058,idle,,0
232.447621,1.7058,idle,,0
232.455929,1.7058,idle,,0
232.464517,1.7058,idle,,0
232.472874,1.7058,idle,,0
232.481037,1.7549,idle,,0
232.489888,1.7549,idle,,0
232.498037,1.7549,idle,,0
232.50598,1.7549,idle,,0
232.514521,1.7549,idle,,0
232.52284,1.7549,idle,,0
232.530966,1.7549,idle,,0
232.539343,1.7549,idle,,0
232.547787,1.7549,idle,,0
232.555767,1.7549,idle,,0
232.564539,1.7549,idle,,0
232.572787,1.7549,idle,,0
232.580924,1.7713,idle,,0
232.589436,1.7713,idle,,0
232.597837,1.7713,idle,,0
232.606046,1.7713,idle,,0
232.61447,1.7713,idle,,0
232.622624,1.7713,idle,,0
232.631118,1.7713,idle,,0
232.639524,1.7713,idle,,0
232.647658,1.7713,idle,,0
232.656245,1.7713,idle,,0
232.664441,1.7713,idle,,0
232.672739,1.7713,idle,,0
232.681119,1.7385,idle,,0
232.689668,1.7385,idle,,0
232.697776,1.7385,idle,,0
232.70595,1.7385,idle,,0
232.714597,1.7385,idle,,0
232.722863,1.7385,idle,,0
232.730827,1.7385,idle,,0
232.739635,1.7385,idle,,0
232.747876,1.7385,idle,,0
232.756112,1.7385,idle,,0
232.764593,1.7385,idle,,0
232.772789,1.7385,idle,,0
232.78101,1.7385,idle,,0
232.789635,1.7385,idle,,0
232.797565,1.7385,idle,,0
232.805688,1.7385,idle,,0
232.814238,1.7385,idle,,0
232.823031,1.7385,idle,,0
232.831049,1.7385,idle,,0
232.839295,1.7385,idle,,0
232.847699,1.7385,idle,,0
232.856236,1.7385,idle,,0
232.864362,1.7385,idle,,0
232.872667,1.7385,idle,,0
232.88101,1.7385,idle,,0
232.889584,1.7385,idle,,0
232.897962,1.7385,idle,,0
232.905999,1.7385,idle,,0
232.914515,1.7385,idle,,0
232.922995,1.7385,idle,,0
232.931324,1.7385,idle,,0
232.939533,1.7385,idle,,0
232.947523,1.7385,idle,,0
232.955791,1.7385,idle,,0
232.964314,1.7385,idle,,0
232.972664,1.7385,idle,,0
232.981181,1.7385,idle,,0
232.989399,1.7385,idle,,0
232.997717,1.7385,idle,,0
233.005919,1.7385,idle,,0
233.014466,1.7385,idle,,0
233.022724,1.7385,idle,,0
233.030929,1.7385,idle,,0
233.039191,1.7385,idle,,0
233.047671,1.7385,idle,,0
233.055927,1.7385,idle,,0
233.064366,1.7385,idle,,0
233.072492,1.7385,idle,,0
233.080714,1.7058,idle,,0
233.089285,1.7058,idle,,0
233.09766,1.7058,idle,,0
